2025/04/21 02:23:03,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),0,1,30,34,"OOOOOOOO
OXXXXXOO
OXXOOXOO
OXXXXXXX
OXXXOXXX
OXOOXOXX
OOOXXXXX
OOOOOOOO"
2025/04/21 02:23:38,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,21,43,"XXXXXXXO
OOOOOXOO
OOXOXOXO
OXOXOOOO
OOXOOOOO
OXOOXXOO
OOXXXOXO
OOOOOOOO"
2025/04/21 02:24:12,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,45,19,"XXXXXXXX
XXXXXXXX
XOXXXXOX
XOOXXOOX
XOXXXOXX
XXXOOXOX
XXXXXXXO
XOOOOOOO"
2025/04/21 02:24:45,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,18,46,"OOOOOOOO
XOOXXXOO
XOOOOOOO
XOXOOXOO
XOXOOOOO
XOXOOOOX
XOOXXOOX
XOOOOOOO"
2025/04/21 02:25:18,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,40,23,"-OOOOOOO
XXXXXOOX
XXXOOOOX
XOXXOOOX
XOXXXXXX
XOXXXXXX
XOOOOXXX
XXXXXXXX"
2025/04/21 02:25:54,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:26:28,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,33,31,"OOXXXXXX
XOOOOOXX
OXOOOOXX
OXXOOXXX
OXOXOXXX
OOOOXOXX
OOOOOXOX
OXXXXXXO"
2025/04/21 02:27:04,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,31,33,"OXOOOOOO
OXXXXOOO
OXXXOXXO
XXOOXXXO
XXOOXXXO
OXXOXXXO
OXXXOXXX
OOOOOOOO"
2025/04/21 02:27:38,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),0,1,31,33,"XXXXXXXX
XOXOOOOO
XXXOOXOO
XXXXXOOO
XXXXXXOO
XOXOXOOO
XXOOOOOO
XOOOOOOO"
2025/04/21 02:28:13,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:28:46,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,47,17,"XXXXXXXX
XXXXXXXX
XXOXOOXO
XXOXXXXO
XXXXXXXO
XXXXOOOO
XXXOOOOO
XXXXXXXO"
2025/04/21 02:29:21,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,10,53,"OOOOOOOO
OOXOOOOO
OOOXOOOO
OOXOOOXO
OOOOOXXO
OOOOOOXO
OOOXXXOO
-OOOOOOO"
2025/04/21 02:29:55,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,52,12,"XXXXXXXX
XXXXXXXX
XXOOOXXX
XOXOXOXX
XOXXOXXX
XOXOOXXX
XXOXXXXX
XXXXXXXX"
2025/04/21 02:30:29,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,39,25,"XXXXXXXO
XXOOOXXO
XXXXXXXO
XXXXXXOO
XXOXXOXO
XXXOOOXO
XXXOOXXO
XOOOOOOO"
2025/04/21 02:31:03,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,51,13,"XXXXXXXX
OXXOOOXX
XXXXXXOX
XXXXXXOX
XXOXXOXX
XXXXXXOX
XXOOOOXX
XXXXXXXX"
2025/04/21 02:31:38,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,40,24,"XOOOOOOX
XXXXXOXX
XXXOOXOX
XXOOOOXX
XXOOOOXX
XOXXXOXX
XOXXXXXO
XOXXXXXO"
2025/04/21 02:32:11,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,45,19,"XXXXXXXX
XXOXXXXX
XXOOOOXX
XXXOOXOX
XXOOXOOO
XXOXOXXO
XXXOOXXO
XXXXXXXX"
2025/04/21 02:32:45,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:33:20,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,45,19,"XOXXXXXX
XOOOOOXX
XOXXXOXX
XOXXXOOO
OOXXXXOO
OOXXXXOX
XXXXXXXX
XXXXXXXX"
2025/04/21 02:33:55,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:34:29,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,50,14,"XXXXXXXX
XXXXXXXX
XXXOXXXX
XXOXXXXX
XXXOXOXX
XXXXOXXX
XXOOXOXX
XOOOOOOX"
2025/04/21 02:35:04,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:35:37,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,42,22,"XXXXXXXX
XXXOOOXX
XXOXOXOX
XXOOXOXX
XOXOOXOX
XOXOOOOX
XOOXXOOX
XXXXXXXX"
2025/04/21 02:36:13,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,21,43,"OOOOOOOO
OOOOOXXO
OOXOOOXO
OXOXOOXO
OXXOXXOO
OXXOOXXO
OXXXXXXO
OOOOOOOO"
2025/04/21 02:36:48,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,43,21,"XOOOOOOX
XOXXXXXX
XOXOOXOX
XOOXXOOX
XOXOXXOX
XOXOXXXX
XXXXXXXX
XXXXXXOX"
2025/04/21 02:37:23,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,15,49,"OOOOOOOO
OOXXXOOO
OXOXOXOO
OXXOOOOO
OXOXOOOO
OOXXXOOO
OOOOOXOO
OOOOOOXO"
2025/04/21 02:37:57,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,36,28,"XOXXXXXX
XXOOOOOX
XXXOOOOX
XXOXXXOX
XXXOXOOX
XXXOOOXX
XOOXOXXX
OOOOOOOX"
2025/04/21 02:38:32,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,25,39,"XOOOOOOO
XXXXXOOO
XXXOOOOO
XXXOOOXX
XXOOOOXO
XOXOXXXO
XXOOOOOO
XOOOOOOO"
2025/04/21 02:39:05,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,35,29,"OOOOOOOO
XOXXXOOX
XXOOOXOX
XOXOXXOX
XXOXOXOX
XXXOOOOO
XXXXXOOO
XXXXXXXX"
2025/04/21 02:39:40,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:40:13,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,43,21,"XXXXXXXX
XOOXOOOX
XOXOXXOX
XOXXXXOX
XOXXXOOX
XOXXXXOX
XXOOOOOX
XXXXXXOX"
2025/04/21 02:40:48,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,29,35,"XXXXXXXO
OOOOXXXO
OOOOOXOO
OXXOXOOO
OXOXXOXX
XXXOOOXX
XOOOOXXX
XOOOOOOO"
2025/04/21 02:41:23,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,35,29,"XXXXXXXX
XOOOXOXO
XOXOOXOO
XOOXOOOO
XOOOXXOX
XOOOXOXX
OOOOOXXX
XXXXXXXX"
2025/04/21 02:41:58,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:42:30,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,55,9,"XXXXXXXX
XXOXXXXX
XXXOXXXX
XXXXXXOX
XXOXXXOX
XXXOOXOX
XXXXXOXX
XXXXXXXX"
2025/04/21 02:43:05,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:43:39,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,49,15,"XXXXXXXX
XXXXXXXX
XOOOXOXX
XOOXXXOX
XOOXXXOX
XOOXXXOX
XXXOOXXX
XXXXXXXX"
2025/04/21 02:44:14,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:44:49,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,44,20,"XXXXXXXX
XXXXXXXX
XOXOXOXX
XOOXOXOX
XOXOXOOX
XOOOXOOX
XOOOOXXX
XXXXXXXX"
2025/04/21 02:45:24,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,18,46,"OOOOOOOO
OOXXOXXO
OOXOXOXO
OOOXOXOO
OOXOXOOO
OXOOOXOO
OXXXXOOO
OOOOOOOX"
2025/04/21 02:45:56,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,43,21,"OXXXXXXX
XOXOOXXX
XXOXXXOX
XXOOXOOX
XXXXOXOX
XXXOOOOX
XXOXXOOX
XXXXXXOO"
2025/04/21 02:46:30,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,40,24,"OXXXXXXX
OOXXXXXX
OXOXOXXX
OXXOXXOX
OXOXOXOX
OOXOXOOX
OOOXXXXX
XOOOXXXX"
2025/04/21 02:47:04,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,40,24,"XXXXXXOX
OOOOOOOX
OXXOXXOX
OXOOXOXX
OXXXOOXX
OXXOXXOX
XXXXXOOX
XXXXXXOX"
2025/04/21 02:47:41,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,20,44,"OOOOOOOO
OXXXXXXX
OOOOOOXO
OOOOXXOO
OOOXXOOO
OOXXOOOO
OXXOXXOO
XXOOOOOO"
2025/04/21 02:48:14,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,41,23,"XXXXXXOO
XOOXXXOX
XOOXXOOX
XOXXOOOX
XOXXXOOX
XXOXXOOX
XXXOOOOX
XXXXXXXX"
2025/04/21 02:48:48,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,28,36,"XXXOOOOX
XXXOOOOX
OXOOOOXX
OOXOOXOO
OOOOXOOO
OOOOOXXX
OOOXXXXX
OOXXXXXX"
2025/04/21 02:49:22,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,45,19,"XXXXXXXX
XXXXXXXO
XOXXOXOO
XOXXXOXO
XOXXOOXX
XOXXOOXX
XOOOOOXX
XXXXXXXX"
2025/04/21 02:49:57,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:50:30,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,34,30,"XXXXXOOO
XXXXOXOO
XXXXXOOO
XXXXXXOO
XOOOOXXO
XXOOOXOX
XOXOOOXX
XOOOOOOX"
2025/04/21 02:51:05,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:51:40,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,43,21,"XXXXXXXX
XXXXOOOX
XXOXXOOX
XXXXOOOX
XXXOOXOX
XXOOXOOX
XOOXOOOX
XXXXXXXX"
2025/04/21 02:52:15,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,21,43,"XXXXXXXO
OOOOOXOO
OOXOXOXO
OXOXOOOO
OOXOOOOO
OXOOXXOO
OOXXXOXO
OOOOOOOO"
2025/04/21 02:52:49,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,36,28,"XOXXXXXX
XXOOOOOX
XXXOOOOX
XXOXXXOX
XXXOXOOX
XXXOOOXX
XOOXOXXX
OOOOOOOX"
2025/04/21 02:53:23,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,18,46,"OOOOOOOO
OXOOXXXO
OOOOXXXO
OXOOOOXO
OXOOOOXO
OXOXXXOO
OOOOOOOO
OXXOOOOX"
2025/04/21 02:53:56,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,48,16,"OXXXXXXX
XOXOOXOX
XXOXXOOX
XXXXXXOX
XXOXOXOX
XXOOXXOX
XXXXXXOX
XXXXXXXX"
2025/04/21 02:54:31,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,20,44,"OXXXXXXO
OXXOOOOO
OXOOXOOO
OXOXOOOO
OXXOXOOO
OXOOXXOO
OOOXOXOO
OOOOOOOO"
2025/04/21 02:55:05,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,35,29,"XOOOOOOO
XXOOOOOX
XOXXXOOX
XOOXOXOX
XOXOOOOX
XXOOOXOX
XXXXXXXX
XXXXXXOX"
2025/04/21 02:55:40,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:56:14,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,51,13,"XXXXXXXX
XXXOOOOX
XXXXOOOX
XXXXXXOX
XXOOXXOX
XXOXXXXX
XXXXXXXX
XXXXXXOX"
2025/04/21 02:56:49,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:57:23,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,36,28,"XXXXXXXO
XXXXXXOO
XOOXXOXO
XOOXOXXO
XOXOOOXO
XOXOOXOO
XOOOOOOO
XXXXXXXX"
2025/04/21 02:57:58,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 02:58:32,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),0,1,29,35,"XXXXXXXX
XOOXXOOX
OOOOOOOX
OOXOXOOX
OOOXOXOX
OOOOXOXX
OXOOOXOX
OOOOXXXX"
2025/04/21 02:59:07,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,22,42,"OOOOOOOO
OXXXXOOO
OXXOXOXO
OOOXXOXO
OOXOXOXO
OOOXXOOO
XXOOXOOO
OOOOXXXO"
2025/04/21 02:59:40,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,34,30,"XOOOOOOO
XOOOOOOO
XOXXOOXO
XXOXOXXX
XXOOXOXX
XXOXOXXX
XXXOOOOO
XXXXXXXX"
2025/04/21 03:00:17,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,25,39,"OOOOOOOO
OXXOOXOO
OXOXXOOO
OXXXOXOO
OXXOXOXO
OXOXXOXO
OOXOOXXO
OOOOXXXX"
2025/04/21 03:00:52,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,35,29,"XXXOOOOX
XXXOOOOX
XXXOOOOX
XXXOOXXX
XXXOOXXX
XOOOXXXX
XOOXOXXX
XOOOOOOO"
2025/04/21 03:01:27,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 03:02:00,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,34,30,"XXXXXXXX
XOOXOOXX
XOOOXXOX
XOOOXOOX
OOXOOOOX
XXXOOXOX
XXXXXOOX
XOOOOOOX"
2025/04/21 03:02:34,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,18,46,"OOOOOOXO
OXOOOXXO
OOOOOOXO
OOXOOOXO
OOXOOOXO
OXOOXXXO
OOXXXXXO
OOOOOOOO"
2025/04/21 03:03:05,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,42,22,"XXXXXXXX
XXOOOOOO
XXXOXXOO
XOOOOOXO
XOXXXOXO
XXXOXXOO
XXXXXXXO
XXXXXXXX"
2025/04/21 03:03:40,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 03:04:14,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,39,25,"XXXXXXOO
XXXXXOOO
XOXXOXXO
XXOOOXXO
XXOOXXXO
XOOOXXXO
XOOOOOXO
XXXXXXXX"
2025/04/21 03:04:49,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
2025/04/21 03:05:22,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,36,28,"XXXXXXXX
OXXXXOOX
OXXOOXOX
OXOOXOXX
OOXOOOXX
OOXXOOXX
OOOOOOOX
XXXXXXXO"
2025/04/21 03:05:58,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),0,1,15,49,"OOOOOOOO
XXOOOXXO
OXXOOOXO
OXXOXOOO
OXOOOXOO
OOXOXOOO
OOOOOOOO
XOOOOOOO"
2025/04/21 03:06:33,Othello Thinker V1.00(Min-Max Based),Othello Thinker V3.08(Alpha Go Based)(250420),1,0,44,20,"XXXXXXXX
XOOOOOXX
XXOOXXOX
XXXOOOOO
XXXXXOXO
XXXXOXXO
XXXOXXOO
XXXXXXXX"
2025/04/21 03:07:08,Othello Thinker V3.08(Alpha Go Based)(250420),Othello Thinker V1.00(Min-Max Based),1,0,34,30,"XXXXXXXO
XXXOXXXO
XXOOOOOO
XXOXOOOO
XOXOXOXX
XXOOOOXX
XOXXXXXX
OOOOOOOO"
